Language,Speaker tier,Count,Lemma,English lemma,Clarifier,POS,Gender,Number,Tense,Notes,Occurring in files …
cym&eng,golesterol,2,cholesterol,cholesterol,,N,M,S,,GyA,robert8
cym&eng,golwg,1,,,,,,,,changed tag to @cym,fusser10
,,,,,,,,,,,
cym&eng,guarter,1,quarter,quarter,,N,M,S,,,fusser3
,,,,,,,,,,,
,,,,,,,,,,,
eng,african,3,,,,,,,,,"davies11,robert5"
eng,ages,19,,,,,,,,,"davies12,davies2,davies3,davies5,fusser25,robert1,robert3,robert4,stammers6"
eng,agreed,2,,,,,,,,,fusser22
eng,air_filter,1,,,,,,,,,fusser11
eng,all_inclusive,2,,,,,,,,,robert3
eng,all_in_one,1,,,,,,,,,davies3
eng,amazed,1,,,,,,,,,roberts3
eng,amazing,17,,,,,,,,,"davies12,davies13,davies16,davies2,davies3,davies4,davies9,fusser6,robert4,roberts1,roberts4,stammers5"
eng,american,2,,,,,,,,,"fusser22,fusser29"
eng,answerphone,1,,,,,,,,,fusser28
eng,anti_Jewish,1,,,,,,,,,davies6
eng,armed,1,,,,,,,,,fusser6
eng,arty_farty,1,,,,,,,,,stammers3
eng,a_s,2,,,,,,,,,fusser27
eng,a_s_a_p,4,,,,,,,,,"fusser21,robert1,stammers6"
eng,awkward_o,1,,,,,,,,,stammers5
eng,babysitters,1,,,,,,,,,fusser27
eng,backerboards,2,,,,,,,,,fusser28
eng,back_pack,1,,,,,,,,,fusser6
eng,back_to_back,1,,,,,,,,,roberts1
eng,baddies,1,,,,,,,,,roberts1
eng,bage,1,,,,,,,,,davies6
eng,ballgown,2,,,,,,,,,fusser27
eng,balls_ups,1,,,,,,,,,stammers6
eng,b_and_b,1,,,,,,,,,fusser6
eng,banelling,1,,,,,,,,,roberts2
eng,baptist,1,,,,,,,,,fusser23
eng,barbie,1,,,,,,,,,davies13
eng,barbies,1,,,,,,,,,davies13
eng,barcode,1,,,,,,,,,davies13
eng,bashers,1,,,,,,,,,fusser30
eng,baubles,3,,,,,,,,,"deuchar1,fusser3"
eng,bed_and_breakfast,1,,,,,,,,,robert8
eng,bedded,1,,,,,,,,,davies6
eng,bedroomed,1,,,,,,,,,fusser29
eng,bedsit,1,,,,,,,,,stammers3
eng,beings,1,,,,,,,,,fusser19
eng,belgian,2,,,,,,,,,robert5
eng,best_man,1,,,,,,,,,stammers7
eng,bitches,1,,,,,,,,,robert7
eng,blockbustery,1,,,,,,,,,fusser27
eng,blotches,1,,,,,,,,,robert3
eng,blow_out,1,,,,,,,,,stammers7
eng,blow_up,1,,,,,,,,,deuchar1
eng,bohemian,1,,,,,,,,,fusser22
eng,bollockings,1,,,,,,,,,davies3
eng,bombing,1,,,,,,,,,fusser12
eng,bombings,1,,,,,,,,,stammers7
eng,bottles,1,,,,,,,,,lloyd1
eng,bowling,1,,,,,,,,,robert7
eng,box_office,1,,,,,,,,,roberts1
eng,box_room,1,,,,,,,,,stammers3
eng,boxy,1,,,,,,,,,fusser12
eng,brain_wave,3,,,,,,,,,"davies5,fusser13"
eng,breathing,1,,,,,,,,,lloyd1
eng,breeding,1,,,,,,,,,fusser11
eng,brima,1,,,,,,,,,roberts3
eng,budging,1,,,,,,,,,roberts4
eng,building,3,,,,,,,,,"davies16,fusser15,fusser27"
eng,build_up,1,,,,,,,,,stammers3
eng,bumhole,2,,,,,,,,,davies16
eng,bunk_bed,1,,,,,,,,,fusser29
eng,burned,1,,,,,,,,,fusser25
eng,burning,1,,,,,,,,,davies12
eng,bye_bye,1,,,,,,,,,fusser28
eng,by_pass,1,,,,,,,,,davies11
eng,c,2,,,,,,,,,"davies11,davies5"
eng,call_box,1,,,,,,,,,fusser26
eng,call_boxes,1,,,,,,,,,fusser26
eng,call_off,5,,,,,,,,,fusser15
eng,camcorder,1,,,,,,,,,davies3
eng,cancelled,1,,,,,,,,,davies3
eng,care_taker,2,,,,,,,,,fusser16
eng,car_park,3,,,,,,,,,"fusser21,robert3,robert4"
eng,case_load,1,,,,,,,,,stammers3
eng,cash_in,2,,,,,,,,,roberts1
eng,c_c,4,,,,,,,,,robert3
eng,c_d,10,,,,,,,,,"davies3,davies9,fusser14,fusser5,robert5,stammers5"
eng,c_ds,13,,,,,,,,,"fusser25,fusser31,fusser5"
eng,ceiling,3,,,,,,,,,"fusser29,fusser7,stammers3"
eng,chainsaw,4,,,,,,,,,davies16
eng,chav,6,,,,,,,,,"davies12,robert3"
eng,chavette,1,,,,,,,,,davies12
eng,chavs,3,,,,,,,,,"davies12,robert3"
eng,chdi,1,,,,,,,,,stammers6
eng,chewing_gum,2,,,,,,,,,"davies4,fusser27"
eng,chinese,2,,,,,,,,,"davies15,davies4"
eng,choc_a_bloc,1,,,,,,,,,fusser6
eng,chocoholic,1,,,,,,,,,fusser19
eng,chomputer,1,,,,,,,,,fusser8
eng,chuffed,1,,,,,,,,,fusser13
eng,circles,1,,,,,,,,,robert3
eng,clearings,1,,,,,,,,,fusser26
eng,clip_ons,1,,,,,,,,,robert9
eng,c'mon,5,,,,,,,,"This is tagged ""cym&eng"" elsewhere","davies12,davies15,fusser30,robert7"
eng,common_room,1,,,,,,,,,davies12
eng,common_sense,3,,,,,,,,,"davies5,fusser11"
eng,concerned,1,,,,,,,,,robert4
eng,confirmed,2,,,,,,,,,fusser22
eng,controlling,1,,,,,,,,,robert6
eng,counselling,1,,,,,,,,,fusser29
eng,counter_cultural,1,,,,,,,,,davies17
eng,counter_tops,1,,,,,,,,,fusser28
eng,coursework,2,,,,,,,,,"davies16,stammers6"
eng,cous_cous,2,,,,,,,,,stammers6
eng,covings,1,,,,,,,,,stammers5
eng,craic,1,,,,,,,,,davies4
eng,crammed,3,,,,,,,,,fusser15
eng,crappy,1,,,,,,,,,robert3
eng,cravings,1,,,,,,,,,fusser19
eng,cross_country,2,,,,,,,,,roberts2
eng,crosshair,1,,,,,,,,,davies16
eng,cross_over,1,,,,,,,,,robert4
eng,crowned,1,,,,,,,,,davies6
eng,crutches,2,,,,,,,,,roberts4
eng,cufflinks,1,,,,,,,,,lloyd1
eng,cuttings,1,,,,,,,,,robert5
eng,cycling,1,,,,,,,,,lloyd1
eng,dalec,1,,,,,,,,,davies17
eng,dangent,1,,,,,,,,,fusser9
eng,darling,1,,,,,,,,,stammers6
eng,database,1,,,,,,,,,fusser32
eng,day_time_T_V,1,,,,,,,,,davies3
eng,daywear,1,,,,,,,,,fusser27
eng,ddate,1,,,,,,,,,lloyd1
eng,ddistinction,1,,,,,,,,,davies3
eng,ddistorted,1,,,,,,,,,robert9
eng,ddown,1,,,,,,,,,davies16
eng,ddrink,4,,,,,,,,,"davies15,davies4,fusser10,fusser29"
eng,ddrinks,2,,,,,,,,,davies1
eng,ddrug,1,,,,,,,,,fusser19
eng,dead_end,1,,,,,,,,,stammers7
eng,dead_set,1,,,,,,,,,davies15
eng,deep_down,1,,,,,,,,,davies12
eng,defo,1,,,,,,,,,davies6
eng,déjà,1,,,,,,,,,davies5
eng,delighted,1,,,,,,,,,fusser23
eng,demperament,1,,,,,,,,,fusser11
eng,desk_top,2,,,,,,,,,fusser8
eng,detailed,1,,,,,,,,,davies5
eng,dew_claw,1,,,,,,,,,fusser9
eng,dexts,1,,,,,,,,,stammers6
eng,dexture,1,,,,,,,,,fusser8
eng,dietician,1,,,,,,,,,stammers8
eng,dieting,1,,,,,,,,,stammers6
eng,dinner_party,1,,,,,,,,,stammers3
eng,disabled,1,,,,,,,,,deuchar1
eng,disciplined,1,,,,,,,,,fusser22
eng,disposables,1,,,,,,,,,davies12
eng,ditsy,1,,,,,,,,,fusser25
eng,divs,1,,,,,,,,,fusser5
eng,d_i_y,2,,,,,,,,,fusser15
eng,d_j,9,,,,,,,,,"davies12,davies3,robert1,roberts1"
eng,dreat,1,,,,,,,,,fusser16
eng,dressing_gown,1,,,,,,,,,davies1
eng,druggies,1,,,,,,,,,davies6
eng,drum_kit,5,,,,,,,,,fusser31
eng,dual_purpose,1,,,,,,,,,fusser11
eng,d_v_d,4,,,,,,,,,"davies13,roberts1,roberts4,stammers2"
eng,d_v_ds,1,,,,,,,,,fusser31
eng,dwat,2,,,,,,,,,davies6
eng,e,1,,,,,,,,,davies11
eng,ear_aches,1,,,,,,,,,robert8
eng,ear_pieces,1,,,,,,,,,robert4
eng,earrings,4,,,,,,,,,"davies13,davies2,lloyd1,robert9"
eng,eating,3,,,,,,,,,"davies13,fusser22,robert7"
eng,eclectus,1,,,,,,,,,davies11
eng,eejit,1,,,,,,,,,roberts1
eng,effing,1,,,,,,,,,davies12
eng,eighteen_twelve,1,,,,,,,,,davies9
eng,eighteen_twenty_seven,1,,,,,,,,,davies5
eng,eighty_five,2,,,,,,,,,"davies6,stammers3"
eng,eighty_three,1,,,,,,,,,robert4
eng,eighty_two,3,,,,,,,,,"fusser11,fusser25"
eng,e_mail,28,,,,,,,,,"davies12,davies15,fusser15,fusser22,fusser25,fusser31,fusser8,robert4,roberts4"
eng,emails,1,,,,,,,,,davies1
eng,e_mails,2,,,,,,,,,robert4
eng,english,1,,,,,,,,,robert3
eng,evening,1,,,,,,,,,fusser28
eng,eveningwear,1,,,,,,,,,fusser27
eng,expats,1,,,,,,,,,davies4
eng,expenses,1,,,,,,,,,davies4
eng,ex_police,1,,,,,,,,,fusser8
eng,fair_trade,1,,,,,,,,,davies12
eng,fajitas,1,,,,,,,,,stammers7
eng,family_tree,1,,,,,,,,,fusser8
eng,far_fetched,2,,,,,,,,,"davies3,robert4"
eng,farming,1,,,,,,,,,davies4
eng,fechanism,1,,,,,,,,,fusser19
eng,fed,1,,,,,,,,,fusser16
eng,feel_good,1,,,,,,,,,fusser22
eng,felt_tips,1,,,,,,,,,fusser18
eng,fifty_five,3,,,,,,,,,fusser3
eng,fifty_four,1,,,,,,,,,davies12
eng,fifty_three,1,,,,,,,,,roberts4
eng,fifty_two,1,,,,,,,,,davies12
eng,fileage,8,,,,,,,,,fusser11
eng,fire_brigade,2,,,,,,,,,smith1
eng,five_hundred,1,,,,,,,,,fusser27
eng,flexi,3,,,,,,,,,roberts3
eng,flourescent,1,,,,,,,,,fusser5
eng,flowy,1,,,,,,,,,fusser27
eng,fobile,1,,,,,,,,,stammers2
eng,fog_horn,1,,,,,,,,,roberts4
eng+cym,aim_ia,1,aim_io,aim,,V,,S,IMPER,2S,davies16
eng+cym,attract_ia,1,attract_io,attract,,V,,S,IMPER,2S,davies16
eng+cym,babysit_io,1,babysit_io,babysit,,V,,,INFIN,,fusser29
eng+cym,baptise_iad,2,baptise_iad,baptism,,N,M,S,,,davies14
eng+cym,blag_io,1,blag_io,blag,,V,,,INFIN,,fusser6
eng+cym,blob_yn,1,,,,,,,,"changed to ""blobyn"" @cym as is in new edition of GPC",davies10
cym,blobyn,1,blobyn,blob,,N,M,S,,is in new edition of GPC,davies10
cym&eng,blob,1,blob,blob,,N,M,S,,changed to to @cym&eng as is in new edition of GPC,davies10 (+others?)
eng+cym,breakdance_io,1,breakdance_io,breakdance,,V,,,INFIN,,fusser3
eng+cym,chainsaw_io,3,chainsaw_io,chainsaw,,V,,,INFIN,"Is there as English verb ""to chainsaw""??",davies16
eng+cym,cover_a,1,,,,,,,,"changed to ""cyfra"" @cym",davies16
cym,cyfra,1,cyfro,cover,,V,,S,IMPER,2S; in GPC,davies16
eng+cym,crash_odd,1,crash_o,crash,,V,,S,PAST,3S,fusser14
eng+cym,ddeclog_io,1,declog_io,declog,,V,,,INFIN,,fusser11
eng+cym,down_ia,2,down_io,down,,V,,S,IMPER,2S,davies16
eng+cym,download_io,12,download_io,download,,V,,,INFIN,,"davies12,davies15,davies5,fusser25,fusser29,fusser7,fusser8"
